id	name	reactome_class
1912386_RLE	Ubiquitination of NOTCH1 by ITCH in the absence of ligand	Reaction
1363331_RLE	Ubiquitination of p130 (RBL2) by SCF (Skp2)	Reaction
211734_RLE	Ubiquitination of PAK-2p34	BlackBoxEvent
187575_RLE	Ubiquitination of phospho-p27/p21	Reaction
69598_RLE	Ubiquitination of phosphorylated Cdc25A	Reaction
174144_RLE	Ubiquitination of Securin by phospho-APC/C:Cdc20 complex	Reaction
2186747_RLE	Ubiquitination of SKI/SKIL by RNF111/SMURF2	Reaction
182993_RLE	Ubiquitination of stimulated EGFR (CBL)	Reaction
183036_RLE	Ubiquitination of stimulated EGFR (CBL:GRB2)	Reaction
912685_RLE	UBP43 binds IFNAR2 and prevents JAK1 interaction	Reaction
2179293_RLE	UCHL5 binds SMAD7 in complex with ubiquitinated TGFBR1	Reaction
2179291_RLE	UCHL5, USP15 deubiquitinate TGFBR1	Reaction
173597_RLE	UDP-glucose is oxidised to UDP-glucuronate	Reaction
391937_RLE	UDP/CysLT receptor can bind cysteinyl leukotrienes	Reaction
548884_RLE	UGGT1,2 transfers glucose from DbGP to (un)folded protein:(GlcNAc)2 (Man)8b	Reaction
159179_RLE	UGT1A1 tetramer, UGT1A4 transfer GlcA from UDP-GlcA to BMG to form BDG	Reaction
159194_RLE	UGT1A1,4 transfer GlcA from UDP-GlcA to BIL to form BMG	Reaction
6785933_RLE	UGT8 transfers Gal from UDP-Gal to CERA	Reaction
174931_RLE	UGTs transfer GlcA from UDP-GlcA to O-centre substrates	Reaction
5334099_RLE	UHRF1 binds chromatin with hemimethylated cytosine	Reaction
5334160_RLE	UHRF1:Chromatin binds DNMT1	Reaction
5683384_RLE	UIMC1 and FAM175A bind DNA DSBs	Reaction
5679239_RLE	ULK complex translocates to the ER	Reaction
5683925_RLE	ULK1 is dephosphorylated	BlackBoxEvent
1632857_RLE	ULK1 phosphorylates AMBRA1:Beclin-1 complex	Reaction
5675868_RLE	ULK1 phosphorylates ATG13 and RB1CC1	Reaction
5679205_RLE	ULK1 phosphorylates Beclin-1	Reaction
5635842_RLE	ULK3 phosphorylates GLI	Reaction
5635839_RLE	ULK3:SUFU dissociates	Reaction
432162_RLE	Unblocking of NMDA receptor	Reaction
438066	Unblocking of NMDA receptor, glutamate binding and activation	Pathway
373751_RLE	UNC-5 binds Netrin-1	Reaction
5624131_RLE	UNC119B binds myristoylated proteins	Reaction
5624132_RLE	UNC119B stimulates translocation of myristoylated ciliary cargo to the primary cilium	BlackBoxEvent
374699_RLE	UNC5A binds NRAGE	Reaction
2730664_RLE	UNC79:UNC80:NALCN transports cytosolic Na+ to extracellular region	Reaction
5602415	UNC93B1 deficiency - HSE	Pathway
1678927_RLE	UNC93B1 delivers endosomal full-length TLRs to endolysosome	BlackBoxEvent
5205672_RLE	Uncleaved Pink1 accumulates in damaged mitochondria	Reaction
2130486_RLE	Uncoating of clathrin-coated vesicles and fusion with endosomes	Reaction
162585	Uncoating of the HIV Virion	Pathway
168336	Uncoating of the Influenza Virion	Pathway
1497810_RLE	Uncoupled eNOS favours the formation of superoxide	Reaction
389980_RLE	unfolded actin/tubulin associates with prefoldin	Reaction
381119	Unfolded Protein Response (UPR)	Pathway
110157_RLE	UNG glycosylase mediated recognition and binding of a 5-hydroxyuracil opposite to a guanine	Reaction
110156_RLE	UNG glycosylase mediated recognition and binding of an uracil opposite to a guanine	Reaction
5693092_RLE	Unknown deacetylase deacetylates 7K-BACE1(46-501)	BlackBoxEvent
5684806_RLE	Unknown kinase phosphorylates CLEC1B dimer:PDPN	BlackBoxEvent
2534040_RLE	Unknown NAT N-acylates Gly in GNAT1	BlackBoxEvent
5433066_RLE	Unknown NAT transfers COCH3 to AFXBO-C, AFNBO-C	BlackBoxEvent
5601919_RLE	Unknown nuclease cleaves cleaved transposon RNA bound in MeR-PIWIL4:cleaved transposon RNA:TDRD9:MAEL:TDRKH	BlackBoxEvent
5601929_RLE	Unknown nuclease cleaves cleaved transposon RNA in 6xMeR-PIWIL2:cleaved transposon RNA:TDRD1:TDRD12:DDX4:ASZ:MOV10L1	BlackBoxEvent
5601888_RLE	Unknown nuclease cleaves pre-piRNA in 4xMeR-PIWIL1:pre-piRNA:TDRD6:TDRKH	BlackBoxEvent
5603067_RLE	Unknown nuclease cleaves pre-piRNA in ASZ1:DDX4:MOV10L1:6xMeR-PIWIL2:pre-piRNA:TDRD1:TDRD12	BlackBoxEvent
4419986_RLE	Unknown pPPP phosphatase dephosphorylates pPPP to pPNOL	Reaction
3149560_RLE	Unknown reductase reduces cob(II)alamin to cob(I)alamin	Reaction
176974	Unwinding of DNA	Pathway
162836_RLE	uPAR precursor + acyl-GPI -> uPAR-acyl-GPI + uPAR propeptide	Reaction
162729_RLE	uPAR-acyl-GPI + H2O -> uPAR + long-chain fatty acid	Reaction
927832_RLE	UPF1 binds an mRNP with a termination codon preceding an Exon Junction Complex	Reaction
5339562	Uptake and actions of bacterial toxins	Pathway
5210891	Uptake and function of anthrax toxins	Pathway
5336415	Uptake and function of diphtheria toxin	Pathway
374896_RLE	Uptake of Noradrenaline	Reaction
74372_RLE	uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP]	Reaction
73585_RLE	uracil + NADPH + H+ => 5,6-dihydrouracil + NADP+	Reaction
70635	Urea cycle	Pathway
111815_RLE	uridine 5'-diphosphate (cytosolic) <=> uridine 5'-diphosphate (nuclear)	Reaction
70903_RLE	urocanate + H2O => 4-imidazolone-5-propionate	Reaction
190182_RLE	UROD decarboxylates URO1 to COPRO1	Reaction
189425_RLE	UROD decarboxylates URO3 to COPRO3	Reaction
158942_RLE	urokinase plasminogen activator (one-chain):uPAR -> urokinase plasminogen activator (two-chain):uPAR	Reaction
159005_RLE	urokinase plasminogen activator (two-chain):uPAR + plasminogen activator inhibitor 1 (PAI-1) -> PAI-1:urokinase plasminogen activator (two-chain):uPAR	Reaction
159001_RLE	urokinase plasminogen activator (two-chain):uPAR + plasminogen activator inhibitor 2 (PAI-2) -> PAI-2:urokinase plasminogen activator (two-chain):uPAR	Reaction
158959_RLE	urokinase plasminogen activator + urokinase plasminogen activator receptor (uPAR) -> urokinase plasminogen activator:uPAR	Reaction
189488_RLE	UROS transforms HMB to URO3	Reaction
445113_RLE	Urotensin-2 receptor binds urotensin-2 and 2B	Reaction
5655483_RLE	USP1 autocleavage	Reaction
5653766_RLE	USP10 binds monoUb:K164,ISG:K164,ISG:K168-PCNA	Reaction
5653770_RLE	USP10 deubiquitinates monoUb:K164,ISG:K164,ISG:K168-PCNA	Reaction
5655481_RLE	USP1:ZBTB32 binds monoUb:K164-PCNA	Reaction
5655466_RLE	USP1:ZBTB32 deubiquitinates monoUb:K164-PCNA	Reaction
3640872_RLE	USP34 deubiquitinates AXIN1,AXIN2	Reaction
5653780_RLE	USP43 binds ISG:K164,ISG:K168-PCNA	Reaction
5653786_RLE	USP43 deISGylates ISG:K164,ISG:K168-PCNA	Reaction
5696465_RLE	USP45 deubiquitinates ERCC1	Reaction
4641236_RLE	USP8 deubiquitinates FZD to potentiate WNT signaling	Reaction
870479_RLE	USP9X (FAM) binds to ubiquitinated SMAD4	Reaction
870437_RLE	USP9X (FAM) deubiquitinates SMAD4	Reaction
5661157_RLE	USP9X binds Ub-SNCA	Reaction
5660752_RLE	USP9X deubiquitinates Ub-SNCA	Reaction
5661161_RLE	USP9X:SNCA dissociates	Reaction
77108	Utilization of Ketone Bodies	Pathway
70286_RLE	UTP + D-glucose 1-phosphate <=> pyrophosphate + UDP-glucose	Reaction
504054_RLE	UTP + glutamine + ATP + H2O => CTP + glutamate + ADP + orthophosphate [CTPS2]	Reaction
73647_RLE	UTP + glutamine + ATP + H2O => CTP + glutamate + ADP + orthophosphate [CTPS]	Reaction
6782943_RLE	UV-DDB ubiquitinates XPC	Reaction
6782069_RLE	UVSSA:USP7 deubiquitinates ERCC6	Reaction
1028819_RLE	VAF/pIRF7:CBP/p300 binds the promoters of type-I IFN genes	Reaction
380042_RLE	valine + tRNA(Val) + ATP => Val-tRNA(Val) + AMP + pyrophosphate	Reaction
380199_RLE	valine + tRNA(Val) + ATP => Val-tRNA(Val) + AMP + pyrophosphate	Reaction
421833_RLE	Vamp And trans-Golgi Network AP-1 Binding Coupled With Cargo Capture	Reaction
432712_RLE	Vamp And trans-Golgi Network AP-1 Binding Coupled With Cargo Capture On Lysosome Vesicle Destined Golgi Membrane	Reaction
376369_RLE	Vamp2 associated secretory vesicle to plasma membrane transport	Reaction
376357_RLE	Vamp7 associated Lysosome to Plasma membrane transport	Reaction
376364_RLE	Vamp8 associated secretory vesicle to plasma membrane transport	Reaction
4551570_RLE	VANGL2 is phosphorylated in response to WNT5A	Reaction
4608866_RLE	VANGL2 is required for asymmetric membrane localization of FZD3	Reaction
5659674_RLE	Variant SLC6A14 cotransports SLC6A14 ligands, Cl-, 2Na+ from extracellular region to cytosol	FailedReaction
5619094	Variant SLC6A14 may confer susceptibility towards obesity	Pathway
5619101	Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)	Pathway
5660686	Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)	Pathway
5660694_RLE	Variant SLC6A20 does not cotransport L-Pro, Na+ from extracellulare region to cytosol	FailedReaction
432040	Vasopressin regulates renal water homeostasis via Aquaporins	Pathway
388479	Vasopressin-like receptors	Pathway
3928628_RLE	VAV exchanges GTP for GDP on RAC1, activating it	Reaction
5218850_RLE	VAV exchanges GTP for GDP on RAC1, activating it	Reaction
442273_RLE	VAV1 is a GEF for Rho/Rac family kinases	Reaction
442291_RLE	VAV2 is a GEF for Rho/Rac family kinases	Reaction
442314_RLE	VAV3 is a GEF for Rho/Rac family kinases	Reaction
198941_RLE	VCAM1 binds Integrin alpha4beta1	Reaction
5362459_RLE	VCP-catalyzed ATP hydrolysis promotes the translocation of Hh-C into the cytosol	Reaction
195399	VEGF binds to VEGFR leading to receptor dimerization	Pathway
5218829_RLE	VEGF induces CDC42 activation by unknown mechanism	BlackBoxEvent
194313	VEGF ligand-receptor interactions	Pathway
194310_RLE	VEGF-A,C,D bind to VEGFR2 leading to receptor dimerization	Reaction
194308_RLE	VEGF-C,D bind to VEGFR3 leading to receptor dimerization	Reaction
5218819_RLE	VEGFA dimer:p-6Y-VEGFR2 dimer:PI3K phosphorylates PIP2 to PIP3	Reaction
194311_RLE	VEGFA,B,PLGF bind to VEGFR1 leading to receptor dimerization	Reaction
4420097	VEGFA-VEGFR2 Pathway	Pathway
4420117_RLE	VEGFR2 autophosphorylates	Reaction
5218921	VEGFR2 mediated cell proliferation	Pathway
5218920	VEGFR2 mediated vascular permeability	Pathway
203973_RLE	Vesicle budding	Reaction
6809006_RLE	Vesicle is tethered through binding GOLGA2:GORASP1, GOLGB1 and the COG complex	Reaction
5653656	Vesicle-mediated transport	Pathway
428625_RLE	Vesicular inhibitory amino acid transport	Reaction
180585	Vif-mediated degradation of APOBEC3G	Pathway
76354_RLE	Vinyl chloride is oxidized to 2-Chloroethylene oxide	Reaction
3245943_RLE	Viral DNA cleavage by TREX1	BlackBoxEvent
168092_RLE	Viral dsRNA binds the Toll-Like Receptor 3 (TLR3)	Reaction
168929_RLE	Viral dsRNA:TLR3 recruits TRIF (TICAM1)	Reaction
5685600_RLE	viral HA binds NCRI	Reaction
5692550_RLE	Viral inhibitor of caspase-8 activation (UL36) binds caspase-8	Reaction
168325	Viral Messenger RNA Synthesis	Pathway
192627_RLE	Viral mRNA Export	Reaction
192781_RLE	Viral mRNA Splicing (M, NS segments)	Reaction
192823	Viral mRNA Translation	Pathway
192830_RLE	Viral Polymerase Assembly	Reaction
192841_RLE	Viral Protein Synthesis	BlackBoxEvent
168330	Viral RNP Complexes in the Host Cell Nucleus	Pathway
2672196_RLE	Viral serpin blocks caspase-8 activity	Reaction
168313_RLE	Virion-associated M2 protein mediated ion infusion	Reaction
168268	Virus Assembly and Release	Pathway
2187338	Visual phototransduction	Pathway
196819	Vitamin B1 (thiamin) metabolism	Pathway
196843	Vitamin B2 (riboflavin) metabolism	Pathway
199220	Vitamin B5 (pantothenate) metabolism	Pathway
196836	Vitamin C (ascorbate) metabolism	Pathway
196791	Vitamin D (calciferol) metabolism	Pathway
350147_RLE	Vitamin D3 translocates into the cytosol	Reaction
209738_RLE	Vitamin D3 translocates to the blood serum and is transported to the liver	Reaction
209766_RLE	Vitamin D3 translocates to the cytosol and binds to IDBP	Reaction
211916	Vitamins	Pathway
964975	Vitamins B6 activation to pyridoxal phosphate	Pathway
2530453_RLE	Vitronectin(VTN) binds to C5b:C6:C7 	Reaction
159790_RLE	VKORC1 reduces vitamin K epoxide to MK4 (vitamin K hydroquinone)	Reaction
6806647_RLE	VKORC1L1 reduces vitamin K epoxide to MK4 (vitamin K hydroquinone)	Reaction
444160_RLE	VMAT1/2 can mediate the transport of biogenic amines	Reaction
1296072	Voltage gated Potassium channels	Pathway
180622_RLE	Vpr binds nucleoporins	Reaction
180897	Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization	Pathway
180910	Vpr-mediated nuclear import of PICs	Pathway
180534	Vpu mediated degradation of CD4	Pathway
180591_RLE	Vpu:CD4 associates with beta-TrCP	Reaction
2993898_RLE	VRK1/VRK2 phosphorylate BANF1	Reaction
192851_RLE	vRNA Extension	Reaction
192814	vRNA Synthesis	Pathway
192905	vRNP Assembly	Pathway
168880_RLE	vRNP Export through the nuclear pore	Reaction
216076_RLE	VTN (vitronectin) binds Integrin alphaVbeta3, alphaVbeta5, alphaVbeta8	Reaction
2465883_RLE	VTN binds collagens I, IV and VI	Reaction
2396370_RLE	VTN binds collagens II, III and V	Reaction
2426471_RLE	VTN binds integrins alphaVbeta1, alphaVbeta3, alpha3beta5, alphaIIBbeta3	Reaction
2396079_RLE	VTN binds Plasminogen activator inhibitor- 1	Reaction
114671_RLE	vWF binds to collagen	Reaction
5620916	VxPx cargo-targeting to cilium	Pathway
5623527_RLE	VxPx-containing ciliary membrane proteins are delivered to the ciliary membrane	BlackBoxEvent
442592_RLE	WASPs or WAVEs activate the ARP2/3 complex	Reaction
2029465_RLE	WAVE Regulatory Complex (WRC) interacts with RAC1 and PIP3 and gets activated	Reaction
5225602_RLE	WDR5 binds Me2sR3-replicative histone H3	Reaction
5674132_RLE	WDR83:LAMTOR2:LAMTOR3 binds MAPK components	Reaction
170156_RLE	Wee1-mediated phosphorylation of Cyclin A:phospho-Cdc2 complexes	Reaction
170070_RLE	Wee1-mediated phosphorylation of Cyclin B1:phospho-Cdc2 complexes	Reaction
5638333_RLE	WHSC1 (KMT3G) methylates lysine-28 of histone H3 (H3K27)	Reaction
4827383_RLE	WHSC1 (KMT3G), NSD1 (KMT3B), SMYD2 (KMT3C) methylate lysine-37 of histone H3 (H3K36)	Reaction
5638157_RLE	WHSC1 (KMT3G), NSD1 (KMT3B), SMYD2 (KMT3C) methylate methyl-lysine-37 of histone H3 (H3K36)	Reaction
5682967_RLE	WHSC1 binds DNA DSBs	Reaction
5682965_RLE	WHSC1 dimethylates histone H4 on lysine K21 at DSBs	Reaction
5649802_RLE	WHSC1L1 (KMT3F) methylates dimethyl-lysine-28 of histone H3 (H3K27)	Reaction
5649800_RLE	WHSC1L1 (KMT3F) methylates methyl-lysine-28 of histone H3 (H3K27)	Reaction
5637686_RLE	WHSC1L1 (KMT3F), Core MLL complex, SMYD3 (KMT3E) methylate methyl-lysine-5 of histone H3 (H3K4)	Reaction
5683930_RLE	WICH phosphorylates H2AFX on Y142	Reaction
3769370_RLE	WIF1 binds WNTs	Reaction
5679255_RLE	WIPI2 binds ATG12:ATG5:ATG16L	Reaction
5676229_RLE	WIPIs bind PI3P	Reaction
451942_RLE	Within the IL-2R complex JAK3 phosphorylates JAK1	Reaction
3247840_RLE	WLS binds WNT ligands in the Golgi	Reaction
3247849_RLE	WLS dissociates from retromer	BlackBoxEvent
3247847_RLE	WLS is endocytosed to the early endosome	BlackBoxEvent
3781943_RLE	WLS:WNT complex is internalized for maturation into exosomes	BlackBoxEvent
1458875_RLE	WNT binds to FZD and LRP5/6	Reaction
3238698	WNT ligand biogenesis and trafficking	Pathway
5340573	WNT ligand secretion is abrogated by the PORCN inhibitor LGK974	Pathway
3247837_RLE	WNT ligands traffic to the Golgi	BlackBoxEvent
3247844_RLE	WNT ligands traffic to the plasma membrane	BlackBoxEvent
201688	WNT mediated activation of DVL	Pathway
3772435_RLE	WNT signaling stimulates CSNK1-dependent phosphorylation of DVL	Reaction
3858480_RLE	WNT-dependent phosphorylation of DVL	Reaction
5368596_RLE	WNT3A stimulates the caveolin-dependent internalization of FZD5:p-LRP6	BlackBoxEvent
3965446_RLE	WNT5A and WNT11 bind FZD receptors to initiate Ca2+ signaling	Reaction
5099886_RLE	WNT5A binding to FZD promotes PRICKLE1 degradation	Reaction
5140741_RLE	WNT5A binds FZD and ROR receptors	Reaction
5099899_RLE	WNT5A binds FZD4	Reaction
4551571_RLE	WNT5A binds ROR2 and VANGL2	Reaction
5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	Pathway
5099900	WNT5A-dependent internalization of FZD4	Pathway
5138441_RLE	WNT5A-FZD4 recruits DVL2	Reaction
5138459_RLE	WNT5A:FZD4 is endocytosed	BlackBoxEvent
3965444_RLE	WNT:FZD complex promotes G-protein nucleotide exchange	Reaction
3781941_RLE	WNTs are secreted in exosomes	BlackBoxEvent
3858491_RLE	WNTs bind the FZD receptor to initiate PCP pathway	Reaction
1253343_RLE	WWOX binds ERBB4s80	Reaction
2064932_RLE	WWTR1 (TAZ) binds RUNX2	Reaction
2032781_RLE	WWTR1 (TAZ) binds TEAD	Reaction
2064417_RLE	WWTR1 (TAZ) binds ZO-1 (TJP1)	Reaction
2064418_RLE	WWTR1 (TAZ) binds ZO-2 (TJP2)	Reaction
2032794_RLE	WWTR1 (TAZ), TBX5, and PCAF form a complex	Reaction
2031355_RLE	WWTR1 binds SMAD2/3:SMAD4 heterotrimer	Reaction
2106586_RLE	WWTR1:SMAD stimulates transcription of SERPINE1 while TGIF:SMAD and SMAD7 inhibit it	BlackBoxEvent
2106591_RLE	WWTR1:SMAD stimulates transcription of SMAD7	BlackBoxEvent
2106579_RLE	WWTR1:SMAD translocates to the nucleus	Reaction
74258_RLE	Xanthine + H2O + O2 => Urate + H2O2	Reaction
5262606_RLE	XAV939 binds tankyrase to stabilize axin and inhibit WNT signaling	Reaction
5545619	XAV939 inhibits tankyrase, stabilizing AXIN	Pathway
381203_RLE	XBP(S) mRNA is translated and XBP1(S) translocates to the nucleus	BlackBoxEvent
381038	XBP1(S) activates chaperone genes	Pathway
211981	Xenobiotics	Pathway
3322431_RLE	XIAP binds TLE	Reaction
3322434_RLE	XIAP dissociates from ub-TLE	Reaction
3322429_RLE	XIAP monoubiquinates TLE	Reaction
5694082_RLE	XK:KEL:Zn2+ cleaves EDN3	Reaction
73792_RLE	XMP + L-Glutamine + ATP + H2O => GMP + L-Glutamate + AMP + pyrophosphate	Reaction
5691004_RLE	XPC binds RAD23 and CETN2	Reaction
5691006_RLE	XPC:RAD23:CETN2 and UV-DDB bind distorted dsDNA site	Reaction
3769391_RLE	XPO1 binds the beta-catenin:CBY complex	Reaction
5693604_RLE	XRCC4:LIG4 ligates DNA DSB ends during NHEJ	Reaction
5693574_RLE	XRCC4:LIG4, NHEJ1 and POLL or POLM bind DNA DSBs in NHEJ	Reaction
5662466_RLE	XYLB phosphorylates D-xylulose	Reaction
71335_RLE	xylulose 5-phosphate + D-erythrose 4-phosphate <=> D-glyceraldehyde 3-phosphate + D-fructose 6-phosphate	Reaction
199803_RLE	xylulose 5-phosphate <=> D-ribulose 5-phosphate	Reaction
2032775_RLE	YAP1 binds TEAD	Reaction
2064421_RLE	YAP1 binds ZO-2 (TJP2)	Reaction
2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression	Pathway
2028644_RLE	YWHAB (14-3-3 beta/alpha) dimer binds phosphorylated YAP1	Reaction
5672960_RLE	YWHAB dimer dissociates from dephosphorylated RAF	Reaction
5672958_RLE	YWHAB dimer dissociates from KSR1:MARK3	Reaction
2028651_RLE	YWHAE (14-3-3 epsilon) dimer binds phosphorylated WWTR1 (TAZ)	Reaction
3769392_RLE	YWHAZ and XPO1 mediate the nuclear export of beta-catenin	BlackBoxEvent
3769393_RLE	YWHAZ binds p-CBY:CTNNB1	Reaction
1591234_RLE	ZBP1 binds cytosolic DNA	Reaction
1606322	ZBP1(DAI) mediated induction of type I IFNs	Pathway
1810457_RLE	ZBP1(DAI) recruits RIP1 and RIP3	Reaction
5686304_RLE	ZDHHC2 transfers PALM from PALM-CoA to CKAP4	Reaction
450400_RLE	ZFP36 (Tristetraproline, TTP) binds AU-rich elements in 3' UTR of target mRNAs	Reaction
450431_RLE	ZFP36 (TTP) recruits RNA degradation activities	Reaction
996755_RLE	ZFPM proteins bind GATA proteins	Reaction
435368	Zinc efflux and compartmentalization by the SLC30 family	Pathway
442380	Zinc influx into cells by the SLC39 gene family	Pathway
444572_RLE	Zinc is an agonist of GPR39	Reaction
435354	Zinc transporters	Pathway
442317_RLE	ZIP6 and ZIP14 mediate zinc influx into cells	Reaction
442393_RLE	ZIP7 mediates zinc efflux from the endoplasmic reticulum	Reaction
442387_RLE	ZIP8 mediates zinc influx into cells	Reaction
4641246_RLE	ZNRF3 autoubiquitinates to promote its internalization	Reaction
4641253_RLE	ZNRF3 ubiquitinates FZD to promote its downregulation	Reaction
4641249_RLE	ZNRF3/RNF43 binds the FZD:LRP5/6 receptor complex	Reaction
435366_RLE	ZnT1 mediates the efflux of zinc from the cell	Reaction
435375_RLE	ZnT2 facilitates zinc vesicular sequestration	Reaction
437084_RLE	ZnT3 transports zinc into synaptic vesicles	Reaction
437085_RLE	ZnT5 transports zinc into secretory granules in pancreatic beta cells	Reaction
437139_RLE	ZnT6 transports zinc into the golgi apparatus	Reaction
437129_RLE	ZnT7 transports zinc into the golgi apparatus	Reaction
195690_RLE	Zymosterol is isomerized to cholesta-7,24-dien-3beta-ol	Reaction
194632_RLE	Zymosterone (cholesta-8(9),24-dien-3-one) is reduced to zymosterol (cholesta-8(9),24-dien-3beta-ol)	Reaction
5672710	'activator' RAF:YWHAB dimer	Complex
5672709	'activator' RAFs	CandidateSet
4411358	'canonical' WNT target gene transcripts	CandidateSet
4411390	'canonical' WNT target genes	CandidateSet
453350	((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)GYG dimer	DefinedSet
5357551	((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)GYG dimer	DefinedSet
453360	((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)GYG1 dimer	Complex
5357538	((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)GYG1 dimer	Complex
((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)GYG1_55746	GYG1	ReferenceGeneProduct
453365	((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)GYG2 dimer	Complex
5357548	((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)GYG2 dimer	Complex
((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)GYG2_56094	GYG2	ReferenceGeneProduct
29876	(1->4)-alpha-D-glucan	ReferenceMolecule
2265577	(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-oyl-CoA	ReferenceMolecule
37349	3alpha,7alpha,24-trihydroxy-5beta-cholestan-26-oyl-CoA	ReferenceMolecule
2395455	di-mu-sulfido-diiron(1+)	ReferenceMolecule
2395453	di-mu-sulfido-diiron(2+)	ReferenceMolecule
389638	pristanoyl-CoA	ReferenceMolecule
2327667	(2S)-pristanoyl-CoA	ReferenceMolecule
937240	tetra-mu3-sulfido-tetrairon(1+)	ReferenceMolecule
937150	tetra-mu3-sulfido-tetrairon(2+)	ReferenceMolecule
5652029	(AP:Cyt)-DNA Template	GenomeEncodedEntity
5652148	(AP:Cyt-mispaireddNMPs)-DNA Template	GenomeEncodedEntity
174056	(APC/C:Cdh1)-targeted cell cycle proteins	DefinedSet
5655915	(BPDE-G:C)-DNA Template	GenomeEncodedEntity
5655958	(BPDE-G:C-mispaireddNMPs)-DNA Template	GenomeEncodedEntity
500124	(d)A, (d)G, (d)I	DefinedSet
500087	(d)ADP	DefinedSet
500088	(d)AMP	DefinedSet
500125	(d)AMP, (d)GMP, (d)IMP	DefinedSet
500006	(d)CDP, UDP	DefinedSet
500828	(d)CMP	DefinedSet
500347	(d)CMP, TMP, (d)UMP	DefinedSet
500009	(d)CMP, UMP	DefinedSet
500077	(d)GDP	DefinedSet
500071	(d)GMP	DefinedSet
500120	(d)GMP, (d)IMP	DefinedSet
482627	(d)NDP	DefinedSet
482803	(d)NDP	DefinedSet
6788782	(d)NDPs	DefinedSet
6788801	(d)NDPs	DefinedSet
6788807	(d)NDPs	DefinedSet
6788778	(d)NMPs	DefinedSet
6788802	(d)NMPs	DefinedSet
6788813	(d)NMPs	DefinedSet
482625	(d)NTP	DefinedSet
482807	(d)NTP	DefinedSet
500829	(deoxy)cytidine	DefinedSet
500346	(deoxy)cytidine, thymidine, (deoxy)uridine	DefinedSet
500118	(deoxy)guanosine, (deoxy)inosine	DefinedSet
500430	(deoxy)uridine	DefinedSet
5656139	(EtAD:T)-DNA Template	GenomeEncodedEntity
5656140	(EtAD:T)-DNA Template,(Gamma-HOPdG:C)-DNA Template	DefinedSet
5656160	(EtAD:T-mispaireddNMPs)-DNA Template	GenomeEncodedEntity
5656155	(EtAD:T-mispaireddNMPs)-DNA Template,(Gamma-HOPdG:C-mispaireddNMPs)-DNA Template	DefinedSet
5332985	(ethanolamineP) mannose (a1-2) (ethanolamineP) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI	ReferenceMolecule
162792	acyl-GPI group	ReferenceGroup
162843	(ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI	OtherEntity
5656141	(Gamma-HOPdG:C)-DNA Template	GenomeEncodedEntity
5656157	(Gamma-HOPdG:C-mispaireddNMPs)-DNA Template	GenomeEncodedEntity
4657014	(GATAD2A, GATAD2B)	CandidateSet
170656	(Gi alpha1:GDP:Adenylate cyclase):(G alpha-olf:GDP)	Complex
170659	(Gi alpha1:GTP:Adenylate cyclase):(G alpha-olf:GDP)	Complex
170683	(Gi alpha1:GTP:Adenylate cyclase):(G alpha-olf:GTP)	Complex
901056	(Glc)1 (GlcNAc)2 (Man)7bc	OtherEntity
2265579	alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-D-GlcNAc	ReferenceMolecule
901027	(Glc)1 (GlcNAc)2 (Man)8c	OtherEntity
549010	alpha-Gal-(1->3)-alpha-Glc-(1->3)-alpha-Man-(1->2)-alpha-Man-(1->2)-alpha-Man-(1->3)-[alpha-Man-(1->2)-alpha-Man-(1->3)-[alpha-Man-(1->2)-alpha-Man-(1->6)]-alpha-Man-(1->6)]-beta-Man-(1->4)-beta-GlcNAc-(1->4)-alpha-GlcNAc(PP-Dol)	ReferenceMolecule
549022	N-{alpha-Glc-(1->3)-alpha-Man-(1->2)-alpha-Man-(1->2)-alpha-Man-(1->3)-[alpha-Man-(1->2)-alpha-Man-(1->3)-[alpha-Man-(1->2)-alpha-Man-(1->6)]-alpha-Man-(1->6)]-beta-Man-(1->4)-beta-GlcNAc-(1->4)-beta-GlcNAc}-L-Asn residue	ReferenceMolecule
